{'model': 't5-small', 'token': 't5-small', 'embedding_size': 512, 'hidden_size': 512, 'learning_rate': 0.001, 'epoch_num': 500}
{'val_loss': 4.550928831100464, 'train_loss': 7.210595279932022, 'bleu_score': 0.0}
{'val_loss': 2.836084008216858, 'train_loss': 0.020194840675685555, 'bleu_score': 0.2550158645412293}
{'val_loss': 2.865260124206543, 'train_loss': 0.018784185172989964, 'bleu_score': 0.24351664172657456}
{'val_loss': 2.87159264087677, 'train_loss': 0.01978413318283856, 'bleu_score': 0.2489788959760662}
{'val_loss': 2.8774577379226685, 'train_loss': 0.02048153051873669, 'bleu_score': 0.2475197122867407}
{'val_loss': 2.8911635875701904, 'train_loss': 0.01967398019041866, 'bleu_score': 0.24971748307463387}
{'val_loss': 2.848737359046936, 'train_loss': 0.018351478618569672, 'bleu_score': 0.25530054826778165}
{'val_loss': 2.8776405453681946, 'train_loss': 0.018562927143648267, 'bleu_score': 0.2486120397453042}
{'val_loss': 2.8628364205360413, 'train_loss': 0.018031913845334202, 'bleu_score': 0.24895470368195652}
{'val_loss': 2.868817687034607, 'train_loss': 0.01960278581827879, 'bleu_score': 0.24434287103592123}
{'val_loss': 2.907194674015045, 'train_loss': 0.01825047511374578, 'bleu_score': 0.24680185491122367}
{'val_loss': 2.9039413928985596, 'train_loss': 0.02004649821901694, 'bleu_score': 0.24686683861563463}
{'val_loss': 2.8666561245918274, 'train_loss': 0.01907614537049085, 'bleu_score': 0.24892546756691855}
{'val_loss': 2.8948773741722107, 'train_loss': 0.018855514063034207, 'bleu_score': 0.24827206886530756}
{'val_loss': 2.90322482585907, 'train_loss': 0.019717599207069725, 'bleu_score': 0.24336933118200063}
{'val_loss': 2.9000375270843506, 'train_loss': 0.017130382009781897, 'bleu_score': 0.24435920144603607}
{'val_loss': 2.8341930508613586, 'train_loss': 0.017548993113450706, 'bleu_score': 0.2539973056479622}
{'val_loss': 2.884707748889923, 'train_loss': 0.017634141840972006, 'bleu_score': 0.24579721647853062}
{'val_loss': 2.8621556162834167, 'train_loss': 0.016471093171276152, 'bleu_score': 0.2502689159128627}
{'val_loss': 2.8577897548675537, 'train_loss': 0.018228030006866902, 'bleu_score': 0.24917028142619424}
{'val_loss': 2.871733605861664, 'train_loss': 0.01701750815846026, 'bleu_score': 0.24684064894373747}
{'val_loss': 2.874966025352478, 'train_loss': 0.01739689748501405, 'bleu_score': 0.25421383413564863}
{'val_loss': 2.8334391117095947, 'train_loss': 0.018129045609384775, 'bleu_score': 0.24444795918032486}
{'val_loss': 2.853911280632019, 'train_loss': 0.018250276159960777, 'bleu_score': 0.2471685155607483}
{'val_loss': 2.914587616920471, 'train_loss': 0.019133220019284636, 'bleu_score': 0.23946183525879255}
{'val_loss': 2.881880044937134, 'train_loss': 0.018269763910211623, 'bleu_score': 0.2517375767249125}
{'val_loss': 2.8476160168647766, 'train_loss': 0.018759916769340634, 'bleu_score': 0.2477053532923726}
{'val_loss': 2.8793906569480896, 'train_loss': 0.01819053606595844, 'bleu_score': 0.24706670112032614}
{'val_loss': 2.8939127326011658, 'train_loss': 0.01917344459798187, 'bleu_score': 0.24507566425760902}
{'val_loss': 2.838792145252228, 'train_loss': 0.017786873213481158, 'bleu_score': 0.2522308523486005}
{'val_loss': 2.8506760597229004, 'train_loss': 0.020067851641215384, 'bleu_score': 0.24831881671793252}
{'val_loss': 2.8681463599205017, 'train_loss': 0.018276033690199256, 'bleu_score': 0.24935052244868566}
{'val_loss': 2.8750203251838684, 'train_loss': 0.017832502024248242, 'bleu_score': 0.24763983585194846}
{'val_loss': 2.8901060223579407, 'train_loss': 0.01804739161161706, 'bleu_score': 0.24836906092692698}
{'val_loss': 2.8547093272209167, 'train_loss': 0.017244332877453417, 'bleu_score': 0.25014529041807204}
{'val_loss': 2.8963725566864014, 'train_loss': 0.019240896363044158, 'bleu_score': 0.24793624557780222}
{'val_loss': 2.9264813661575317, 'train_loss': 0.020153391582425684, 'bleu_score': 0.24262459414702137}
{'val_loss': 2.8618895411491394, 'train_loss': 0.018983418820425868, 'bleu_score': 0.25110521257538365}
{'val_loss': 2.8691437244415283, 'train_loss': 0.01659610285423696, 'bleu_score': 0.24875327447342113}
{'val_loss': 2.897073984146118, 'train_loss': 0.018335116212256253, 'bleu_score': 0.2511009261107413}
{'val_loss': 2.852159023284912, 'train_loss': 0.018471163231879473, 'bleu_score': 0.24749028474793244}
{'val_loss': 2.8797191381454468, 'train_loss': 0.018518093042075634, 'bleu_score': 0.2487199516734048}
{'val_loss': 2.896078407764435, 'train_loss': 0.01771583256777376, 'bleu_score': 0.24642557841349721}
{'val_loss': 2.8638253211975098, 'train_loss': 0.019496932509355247, 'bleu_score': 0.248130166189842}
{'val_loss': 2.8587067127227783, 'train_loss': 0.01680231251521036, 'bleu_score': 0.25520077280035747}
{'val_loss': 2.9075642228126526, 'train_loss': 0.01833116466877982, 'bleu_score': 0.24934015391503564}
{'val_loss': 2.899610161781311, 'train_loss': 0.020292566914577037, 'bleu_score': 0.2451549404005371}
{'val_loss': 2.8419529795646667, 'train_loss': 0.01733719476033002, 'bleu_score': 0.25385906092223753}
{'val_loss': 2.8647408485412598, 'train_loss': 0.018654756189789623, 'bleu_score': 0.2438410131698254}
{'val_loss': 2.870176613330841, 'train_loss': 0.017948525841347873, 'bleu_score': 0.24476547034770824}
{'val_loss': 2.8777222633361816, 'train_loss': 0.017375388008076698, 'bleu_score': 0.2506984777180665}
{'val_loss': 2.860750734806061, 'train_loss': 0.018465307948645204, 'bleu_score': 0.24623280271723652}
{'val_loss': 2.8787378668785095, 'train_loss': 0.018086623691488057, 'bleu_score': 0.24698115934963147}
{'val_loss': 2.910340130329132, 'train_loss': 0.018639990768861026, 'bleu_score': 0.25207615443751274}
{'val_loss': 2.8780890703201294, 'train_loss': 0.020297217182815075, 'bleu_score': 0.25219253607964903}
{'val_loss': 2.8892983198165894, 'train_loss': 0.01907813490834087, 'bleu_score': 0.25131670963634395}
{'val_loss': 2.895860195159912, 'train_loss': 0.017220979963894933, 'bleu_score': 0.2515725975624247}
{'val_loss': 2.902732014656067, 'train_loss': 0.018422006629407406, 'bleu_score': 0.24205071181360333}
{'val_loss': 2.8934749960899353, 'train_loss': 0.01703561015892774, 'bleu_score': 0.2501857540050523}
{'val_loss': 2.8818931579589844, 'train_loss': 0.017762140254490077, 'bleu_score': 0.2501877746164619}
{'val_loss': 2.8316953778266907, 'train_loss': 0.018133625737391412, 'bleu_score': 0.25160165768842996}
{'val_loss': 2.892962694168091, 'train_loss': 0.01826075866119936, 'bleu_score': 0.2503766388647313}
{'val_loss': 2.9282118678092957, 'train_loss': 0.01671483734389767, 'bleu_score': 0.24326850554567908}
{'val_loss': 2.9055205583572388, 'train_loss': 0.01816119282739237, 'bleu_score': 0.24621593824490892}
{'val_loss': 2.9085739850997925, 'train_loss': 0.017990334541536868, 'bleu_score': 0.24600467967017534}
{'val_loss': 2.8712700605392456, 'train_loss': 0.017318037047516555, 'bleu_score': 0.25012693403349784}
{'val_loss': 2.877084970474243, 'train_loss': 0.017596475721802562, 'bleu_score': 0.2521905241559877}
{'val_loss': 2.868605136871338, 'train_loss': 0.017763113602995872, 'bleu_score': 0.2519999608614586}
{'val_loss': 2.888235330581665, 'train_loss': 0.018267247243784368, 'bleu_score': 0.24677983961771754}
{'val_loss': 2.8792219758033752, 'train_loss': 0.01716253667837009, 'bleu_score': 0.24912988429469884}
{'val_loss': 2.870157241821289, 'train_loss': 0.01674193236976862, 'bleu_score': 0.25358541531556555}
{'val_loss': 2.879987061023712, 'train_loss': 0.016605858807452023, 'bleu_score': 0.24694354929763068}
{'val_loss': 2.847589612007141, 'train_loss': 0.016634988482110202, 'bleu_score': 0.25233334273579117}
{'val_loss': 2.870235025882721, 'train_loss': 0.019340843078680336, 'bleu_score': 0.24468742814755667}
{'val_loss': 2.9245906472206116, 'train_loss': 0.017876358586363494, 'bleu_score': 0.25124328365865267}
{'val_loss': 2.906479775905609, 'train_loss': 0.019928654772229493, 'bleu_score': 0.24664299613739854}
{'val_loss': 2.8737478852272034, 'train_loss': 0.020361786242574453, 'bleu_score': 0.24697182337143253}
{'val_loss': 2.876442790031433, 'train_loss': 0.018252173147629946, 'bleu_score': 0.24734024995169862}
{'val_loss': 2.908857047557831, 'train_loss': 0.01869005907792598, 'bleu_score': 0.24742557901091763}
{'val_loss': 2.89100182056427, 'train_loss': 0.017423264915123582, 'bleu_score': 0.2436583606519986}
{'val_loss': 2.8719077110290527, 'train_loss': 0.016627088305540383, 'bleu_score': 0.24570208718035752}
{'val_loss': 2.878574013710022, 'train_loss': 0.01845400227466598, 'bleu_score': 0.24676851184932003}
{'val_loss': 2.8771604895591736, 'train_loss': 0.016728010261431336, 'bleu_score': 0.24962572340265657}
{'val_loss': 2.873692214488983, 'train_loss': 0.01791237003635615, 'bleu_score': 0.24326183435984652}
{'val_loss': 2.844840705394745, 'train_loss': 0.016637904453091323, 'bleu_score': 0.2507742546292946}
{'val_loss': 2.8726550340652466, 'train_loss': 0.016408714756835252, 'bleu_score': 0.2472874759159688}
{'val_loss': 2.881694793701172, 'train_loss': 0.01763938827207312, 'bleu_score': 0.2527854705608416}
{'val_loss': 2.8593958616256714, 'train_loss': 0.016192184761166573, 'bleu_score': 0.24475646856607577}
{'val_loss': 2.873579263687134, 'train_loss': 0.018956817570142448, 'bleu_score': 0.24853051386125927}
{'val_loss': 2.8572060465812683, 'train_loss': 0.015605432447046041, 'bleu_score': 0.2533732292520727}
{'val_loss': 2.8920871019363403, 'train_loss': 0.02021539950510487, 'bleu_score': 0.2510644444540315}
{'val_loss': 2.8781495094299316, 'train_loss': 0.018063381779938936, 'bleu_score': 0.24766548091435697}
{'val_loss': 2.8448780179023743, 'train_loss': 0.018449377384968102, 'bleu_score': 0.2526845355243237}
{'val_loss': 2.8631443977355957, 'train_loss': 0.017275641032028943, 'bleu_score': 0.2507797476517134}
{'val_loss': 2.8924522399902344, 'train_loss': 0.018528388463892043, 'bleu_score': 0.24785337987166012}
{'val_loss': 2.8889578580856323, 'train_loss': 0.018154077173676342, 'bleu_score': 0.24754906995104609}
{'val_loss': 2.887399137020111, 'train_loss': 0.01865141256712377, 'bleu_score': 0.24968584568944732}
{'val_loss': 2.92511647939682, 'train_loss': 0.017319668782874942, 'bleu_score': 0.24618456529789626}
{'val_loss': 2.8502967953681946, 'train_loss': 0.017517246888019145, 'bleu_score': 0.25051184768954665}
{'val_loss': 2.8952311277389526, 'train_loss': 0.01866662601241842, 'bleu_score': 0.24311251655548619}
{'val_loss': 2.8764122128486633, 'train_loss': 0.017330123926512897, 'bleu_score': 0.24570670980250003}
{'val_loss': 2.904217839241028, 'train_loss': 0.019097616430372, 'bleu_score': 0.24770012164810687}
{'val_loss': 2.869994819164276, 'train_loss': 0.016153251519426703, 'bleu_score': 0.2471393246166234}
{'val_loss': 2.829386532306671, 'train_loss': 0.01832117303274572, 'bleu_score': 0.24928807698337882}
{'val_loss': 2.888478994369507, 'train_loss': 0.017482777358964086, 'bleu_score': 0.251997027077975}
{'val_loss': 2.9083181023597717, 'train_loss': 0.01694493301329203, 'bleu_score': 0.24295511196220226}
{'val_loss': 2.8526832461357117, 'train_loss': 0.017239740293007344, 'bleu_score': 0.2524813679184552}
{'val_loss': 2.897156774997711, 'train_loss': 0.017911097325850278, 'bleu_score': 0.25178099787294705}
{'val_loss': 2.846190094947815, 'train_loss': 0.01720269484212622, 'bleu_score': 0.2504106184971856}
{'val_loss': 2.8665955662727356, 'train_loss': 0.015458171255886555, 'bleu_score': 0.25002625702476944}
{'val_loss': 2.8914366960525513, 'train_loss': 0.01822505338350311, 'bleu_score': 0.24763880793598342}
{'val_loss': 2.82404887676239, 'train_loss': 0.018291166867129505, 'bleu_score': 0.2531744179688298}
{'val_loss': 2.872178077697754, 'train_loss': 0.01821451133582741, 'bleu_score': 0.2506427737710394}
{'val_loss': 2.9027280807495117, 'train_loss': 0.017624099738895893, 'bleu_score': 0.25189567380668226}
{'val_loss': 2.852334499359131, 'train_loss': 0.018441087508108467, 'bleu_score': 0.249022248741539}
{'val_loss': 2.8675995469093323, 'train_loss': 0.017507846758235246, 'bleu_score': 0.24751045370620622}
{'val_loss': 2.8616772294044495, 'train_loss': 0.01681732916040346, 'bleu_score': 0.24980760252060677}
{'val_loss': 2.9035021662712097, 'train_loss': 0.016899617796298116, 'bleu_score': 0.2528215381437863}
{'val_loss': 2.88482928276062, 'train_loss': 0.017796303378418088, 'bleu_score': 0.25248181769344036}
{'val_loss': 2.892775535583496, 'train_loss': 0.01858991850167513, 'bleu_score': 0.24668153234044954}
{'val_loss': 2.857549726963043, 'train_loss': 0.017396921117324382, 'bleu_score': 0.2542255951870281}
{'val_loss': 2.8955492973327637, 'train_loss': 0.01801726472331211, 'bleu_score': 0.2516465188335071}
{'val_loss': 2.896123766899109, 'train_loss': 0.017514183098683134, 'bleu_score': 0.24462184063421197}
{'val_loss': 2.923461675643921, 'train_loss': 0.015210888290312141, 'bleu_score': 0.24524782801985212}
{'val_loss': 2.8643301725387573, 'train_loss': 0.017218217777553946, 'bleu_score': 0.2520157625146847}
{'val_loss': 2.8692245483398438, 'train_loss': 0.016576345544308424, 'bleu_score': 0.24976246948330516}
{'val_loss': 2.8586792945861816, 'train_loss': 0.018001785152591765, 'bleu_score': 0.24769242469901617}
{'val_loss': 2.908935010433197, 'train_loss': 0.017024776549078524, 'bleu_score': 0.2448519782449868}
{'val_loss': 2.879349112510681, 'train_loss': 0.01777580933412537, 'bleu_score': 0.24875055594708192}
{'val_loss': 2.8865396976470947, 'train_loss': 0.017112285015173256, 'bleu_score': 0.24884368261786727}
{'val_loss': 2.9090073704719543, 'train_loss': 0.01870361913461238, 'bleu_score': 0.2421435381197169}
{'val_loss': 2.8169241547584534, 'train_loss': 0.0164122148999013, 'bleu_score': 0.25115985758905657}
{'val_loss': 2.8747364282608032, 'train_loss': 0.015610920847393572, 'bleu_score': 0.2516974054849531}
{'val_loss': 2.902606725692749, 'train_loss': 0.01821060129441321, 'bleu_score': 0.24679980989023415}
{'val_loss': 2.859334647655487, 'train_loss': 0.016463091073092073, 'bleu_score': 0.25068107642759346}
{'val_loss': 2.8744083046913147, 'train_loss': 0.01729115506168455, 'bleu_score': 0.25316578040331106}
{'val_loss': 2.8898106813430786, 'train_loss': 0.01851586054544896, 'bleu_score': 0.25406236196709175}
{'val_loss': 2.8786396980285645, 'train_loss': 0.019393453316297382, 'bleu_score': 0.24992467993147383}
{'val_loss': 2.881780445575714, 'train_loss': 0.018122207489795983, 'bleu_score': 0.2505948629172495}
{'val_loss': 2.8681629300117493, 'train_loss': 0.018197491532191634, 'bleu_score': 0.24960108004119802}
{'val_loss': 2.875871002674103, 'train_loss': 0.01779038383392617, 'bleu_score': 0.2483653497793384}
{'val_loss': 2.9031150341033936, 'train_loss': 0.017332299728877842, 'bleu_score': 0.24851031840069845}
{'val_loss': 2.8441262245178223, 'train_loss': 0.01997404673602432, 'bleu_score': 0.2528749851509461}
{'val_loss': 2.8829224705696106, 'train_loss': 0.018845921906176955, 'bleu_score': 0.24889781726139887}
{'val_loss': 2.8758747577667236, 'train_loss': 0.016386813891585916, 'bleu_score': 0.2524694464644094}
{'val_loss': 2.892201781272888, 'train_loss': 0.01544233167078346, 'bleu_score': 0.2469789924115839}
{'val_loss': 2.9253786206245422, 'train_loss': 0.01768663915572688, 'bleu_score': 0.2476611503875263}
{'val_loss': 2.8866636157035828, 'train_loss': 0.015817413630429655, 'bleu_score': 0.24857667673778588}
{'val_loss': 2.8475738167762756, 'train_loss': 0.016800925543066114, 'bleu_score': 0.2534231008403082}
{'val_loss': 2.9105165600776672, 'train_loss': 0.01714330114191398, 'bleu_score': 0.24655075328776482}
{'val_loss': 2.854003071784973, 'train_loss': 0.017943299491889775, 'bleu_score': 0.25093685077176203}
{'val_loss': 2.917679727077484, 'train_loss': 0.017580869025550783, 'bleu_score': 0.24141659848387909}
{'val_loss': 2.9249879121780396, 'train_loss': 0.01721442223060876, 'bleu_score': 0.24710620883957268}
{'val_loss': 2.879706025123596, 'train_loss': 0.017791426565963775, 'bleu_score': 0.24864522210466597}
{'val_loss': 2.849385678768158, 'train_loss': 0.016988763643894345, 'bleu_score': 0.254743337142224}
{'val_loss': 2.8852915167808533, 'train_loss': 0.01639093377161771, 'bleu_score': 0.2471914375898352}
{'val_loss': 2.9051199555397034, 'train_loss': 0.01645613956497982, 'bleu_score': 0.24538195932879286}
{'val_loss': 2.840898096561432, 'train_loss': 0.01909283280838281, 'bleu_score': 0.2532136732887151}
{'val_loss': 2.925023853778839, 'train_loss': 0.016565173456910998, 'bleu_score': 0.24777579956394052}
{'val_loss': 2.864516258239746, 'train_loss': 0.01752755494089797, 'bleu_score': 0.2542953740604125}
{'val_loss': 2.894034683704376, 'train_loss': 0.018661649723071605, 'bleu_score': 0.2514120232445604}
{'val_loss': 2.87224942445755, 'train_loss': 0.01784666156163439, 'bleu_score': 0.2550037495786561}
{'val_loss': 2.9059375524520874, 'train_loss': 0.01936894649406895, 'bleu_score': 0.24816259882239206}
{'val_loss': 2.8665860891342163, 'train_loss': 0.01857585896505043, 'bleu_score': 0.2522006676363382}
{'val_loss': 2.8800967931747437, 'train_loss': 0.01771146903047338, 'bleu_score': 0.25195834696902963}
{'val_loss': 2.900825321674347, 'train_loss': 0.015874333796091378, 'bleu_score': 0.25068107148946706}
{'val_loss': 2.9003865122795105, 'train_loss': 0.01975600066361949, 'bleu_score': 0.24900599781813182}
{'val_loss': 2.870508849620819, 'train_loss': 0.01816216396400705, 'bleu_score': 0.2488495862072671}
{'val_loss': 2.8861849904060364, 'train_loss': 0.01808414643164724, 'bleu_score': 0.24903867006383348}
{'val_loss': 2.8776501417160034, 'train_loss': 0.017587637179531157, 'bleu_score': 0.24397176427533912}
{'val_loss': 2.852437674999237, 'train_loss': 0.01974402874475345, 'bleu_score': 0.2539512124648242}
{'val_loss': 2.8752445578575134, 'train_loss': 0.017325759050436318, 'bleu_score': 0.2471028983770546}
{'val_loss': 2.9010643362998962, 'train_loss': 0.01716155605390668, 'bleu_score': 0.2479965864445192}
{'val_loss': 2.82772159576416, 'train_loss': 0.014886361546814442, 'bleu_score': 0.25514288300801374}
{'val_loss': 2.9230234026908875, 'train_loss': 0.017540865286719054, 'bleu_score': 0.24858260724193107}
{'val_loss': 2.8751847743988037, 'train_loss': 0.01723931060405448, 'bleu_score': 0.24754665394594333}
{'val_loss': 2.8964210152626038, 'train_loss': 0.01740694575710222, 'bleu_score': 0.24883646435039322}
{'val_loss': 2.9008612632751465, 'train_loss': 0.017813226499129087, 'bleu_score': 0.2483296662803788}
{'val_loss': 2.8863324522972107, 'train_loss': 0.015790015808306634, 'bleu_score': 0.2525265291049825}
{'val_loss': 2.8720198273658752, 'train_loss': 0.017811056459322572, 'bleu_score': 0.25373019231834587}
{'val_loss': 2.8414464592933655, 'train_loss': 0.018899075163062662, 'bleu_score': 0.2507563452491831}
{'val_loss': 2.8650683164596558, 'train_loss': 0.018167692585848272, 'bleu_score': 0.24933264561416435}
{'val_loss': 2.8490301370620728, 'train_loss': 0.018205225642304868, 'bleu_score': 0.2514383048657316}
{'val_loss': 2.8925758600234985, 'train_loss': 0.01813217072049156, 'bleu_score': 0.2503412956448117}
{'val_loss': 2.832871913909912, 'train_loss': 0.016982804925646633, 'bleu_score': 0.25154754923240863}
{'val_loss': 2.849948227405548, 'train_loss': 0.01641050388570875, 'bleu_score': 0.2535824928588431}
{'val_loss': 2.860703468322754, 'train_loss': 0.017891465104185045, 'bleu_score': 0.2525859978012299}
{'val_loss': 2.8688323497772217, 'train_loss': 0.01914549816865474, 'bleu_score': 0.2494092328116706}
{'val_loss': 2.902246654033661, 'train_loss': 0.01726756151765585, 'bleu_score': 0.24913540563265404}
{'val_loss': 2.893171787261963, 'train_loss': 0.01857729203766212, 'bleu_score': 0.24542509743466065}
{'val_loss': 2.9056583046913147, 'train_loss': 0.016281898773740977, 'bleu_score': 0.2471199864187883}
{'val_loss': 2.857963800430298, 'train_loss': 0.016736784193199128, 'bleu_score': 0.2526627955855048}
{'val_loss': 2.866503417491913, 'train_loss': 0.017018351063597947, 'bleu_score': 0.2506659699850191}
{'val_loss': 2.894841194152832, 'train_loss': 0.017111095716245472, 'bleu_score': 0.24401008886799622}
{'val_loss': 2.856359839439392, 'train_loss': 0.01735381718026474, 'bleu_score': 0.2560156582740647}
{'val_loss': 2.895037889480591, 'train_loss': 0.019830027944408357, 'bleu_score': 0.24921977894195488}
{'val_loss': 2.8926109075546265, 'train_loss': 0.01626964774914086, 'bleu_score': 0.24502164418268924}
{'val_loss': 2.8898273706436157, 'train_loss': 0.01892008847789839, 'bleu_score': 0.246178637138329}
{'val_loss': 2.8874250054359436, 'train_loss': 0.016797826276160777, 'bleu_score': 0.24970515703524207}
{'val_loss': 2.866851806640625, 'train_loss': 0.019003751745913178, 'bleu_score': 0.24879116500206577}
{'val_loss': 2.890938401222229, 'train_loss': 0.018427732691634446, 'bleu_score': 0.24515770902351092}
{'val_loss': 2.9002225399017334, 'train_loss': 0.01737348031019792, 'bleu_score': 0.2517123271974957}
{'val_loss': 2.903965413570404, 'train_loss': 0.016643227310851216, 'bleu_score': 0.24866202952285713}
{'val_loss': 2.8941575288772583, 'train_loss': 0.01741647976450622, 'bleu_score': 0.2423146113054836}
{'val_loss': 2.898505687713623, 'train_loss': 0.01736847637221217, 'bleu_score': 0.2521137672668984}
{'val_loss': 2.858841598033905, 'train_loss': 0.016351636382751167, 'bleu_score': 0.25054493646774656}
{'val_loss': 2.86766916513443, 'train_loss': 0.018416032486129552, 'bleu_score': 0.2503798512324858}
{'val_loss': 2.892212688922882, 'train_loss': 0.017454539716709405, 'bleu_score': 0.24707050268848588}
{'val_loss': 2.9123253226280212, 'train_loss': 0.01791033399058506, 'bleu_score': 0.24675528170085093}
{'val_loss': 2.8706530332565308, 'train_loss': 0.020268135995138437, 'bleu_score': 0.2524942864286184}
{'val_loss': 2.868990123271942, 'train_loss': 0.017174095613881946, 'bleu_score': 0.25161798537672087}
{'val_loss': 2.891594409942627, 'train_loss': 0.01624036702560261, 'bleu_score': 0.24376182727756565}
{'val_loss': 2.8631675839424133, 'train_loss': 0.01635411981260404, 'bleu_score': 0.25070167938575116}
{'val_loss': 2.8792043328285217, 'train_loss': 0.018951355887111276, 'bleu_score': 0.24562196955124915}
{'val_loss': 2.9020341634750366, 'train_loss': 0.017732227104716003, 'bleu_score': 0.24927472271174733}
{'val_loss': 2.903975188732147, 'train_loss': 0.017263598332647234, 'bleu_score': 0.24634265213754183}
{'val_loss': 2.874506115913391, 'train_loss': 0.017878041020594537, 'bleu_score': 0.24884820836089072}
{'val_loss': 2.90463525056839, 'train_loss': 0.01871379668591544, 'bleu_score': 0.24625152606734316}
{'val_loss': 2.8769137859344482, 'train_loss': 0.017112668429035693, 'bleu_score': 0.25453768511463704}
{'val_loss': 2.8520830273628235, 'train_loss': 0.018141475971788168, 'bleu_score': 0.24699536080451584}
{'val_loss': 2.8465073108673096, 'train_loss': 0.01982060045702383, 'bleu_score': 0.24914317298974165}
{'val_loss': 2.850063979625702, 'train_loss': 0.016875764122232795, 'bleu_score': 0.2549456187526982}
{'val_loss': 2.8593804836273193, 'train_loss': 0.0183857346419245, 'bleu_score': 0.2501614542718348}
{'val_loss': 2.9365538358688354, 'train_loss': 0.017108895524870604, 'bleu_score': 0.2418819014950177}
{'val_loss': 2.886438250541687, 'train_loss': 0.017708124069031328, 'bleu_score': 0.24872664416632642}
{'val_loss': 2.9115562438964844, 'train_loss': 0.017775702814105898, 'bleu_score': 0.2460501075955012}
{'val_loss': 2.899627149105072, 'train_loss': 0.015882929612416774, 'bleu_score': 0.2447205099925601}
{'val_loss': 2.862120270729065, 'train_loss': 0.016499323130119592, 'bleu_score': 0.25069126057792557}
{'val_loss': 2.863276243209839, 'train_loss': 0.016794097144156694, 'bleu_score': 0.2515303739605057}
{'val_loss': 2.880905032157898, 'train_loss': 0.017988162580877542, 'bleu_score': 0.24944160342632823}
{'val_loss': 2.900730788707733, 'train_loss': 0.01641975954407826, 'bleu_score': 0.24314245807908613}
{'val_loss': 2.9175727367401123, 'train_loss': 0.017742913158144802, 'bleu_score': 0.24543800539428443}
{'val_loss': 2.8900124430656433, 'train_loss': 0.017572841432411224, 'bleu_score': 0.2546059310905136}
{'val_loss': 2.842564284801483, 'train_loss': 0.017104693106375635, 'bleu_score': 0.25107194221104046}
{'val_loss': 2.88240510225296, 'train_loss': 0.01901940506650135, 'bleu_score': 0.24945708155264418}
{'val_loss': 2.877933084964752, 'train_loss': 0.01703048060880974, 'bleu_score': 0.2465828359939002}
{'val_loss': 2.8659233450889587, 'train_loss': 0.018463229876942933, 'bleu_score': 0.2503282401877842}
{'val_loss': 2.871693730354309, 'train_loss': 0.017627154244109988, 'bleu_score': 0.25280854860239405}
